Episode 1 done, steps = 1000, actions = [0:202/1000 | 1:198/1000 | 2:201/1000  | 3:200/1000 | 4:199/1000, ], loss = 33.02720260620117, rewards = -55.932203389831294, consume time = 38.47130298614502s
Episode 25 done, steps = 25000, actions = [0:197/1000 | 1:189/1000 | 2:204/1000  | 3:213/1000 | 4:197/1000, ], loss = 28.24230194091797, rewards = -55.128205128206005, consume time = 2442.6358449459076s
Episode 26 done, steps = 26000, actions = [0:183/1000 | 1:210/1000 | 2:216/1000  | 3:198/1000 | 4:193/1000, ], loss = 27.269878387451172, rewards = -52.218430034130485, consume time = 2469.266030073166s
Episode 27 done, steps = 27000, actions = [0:187/1000 | 1:200/1000 | 2:226/1000  | 3:216/1000 | 4:171/1000, ], loss = 28.89732551574707, rewards = -49.275362318841374, consume time = 2495.3416740894318s
Episode 28 done, steps = 28000, actions = [0:179/1000 | 1:196/1000 | 2:217/1000  | 3:192/1000 | 4:216/1000, ], loss = 30.261676788330078, rewards = -55.555555555556374, consume time = 2521.1193380355835s
Episode 29 done, steps = 29000, actions = [0:184/1000 | 1:175/1000 | 2:219/1000  | 3:210/1000 | 4:212/1000, ], loss = 28.65945053100586, rewards = -48.41269841269923, consume time = 2547.0314910411835s
Episode 30 done, steps = 30000, actions = [0:229/1000 | 1:188/1000 | 2:214/1000  | 3:178/1000 | 4:191/1000, ], loss = 31.504737854003906, rewards = -59.18367346938852, consume time = 2573.032350063324s
Episode 31 done, steps = 31000, actions = [0:202/1000 | 1:208/1000 | 2:206/1000  | 3:191/1000 | 4:193/1000, ], loss = 30.066932678222656, rewards = -57.79220779220866, consume time = 2599.501373052597s
Episode 32 done, steps = 32000, actions = [0:197/1000 | 1:194/1000 | 2:203/1000  | 3:202/1000 | 4:204/1000, ], loss = 28.14695167541504, rewards = -64.28571428571519, consume time = 2625.805792093277s
Episode 33 done, steps = 33000, actions = [0:182/1000 | 1:181/1000 | 2:217/1000  | 3:220/1000 | 4:200/1000, ], loss = 29.690059661865234, rewards = -49.64028776978492, consume time = 2652.314894914627s
Episode 34 done, steps = 34000, actions = [0:198/1000 | 1:218/1000 | 2:206/1000  | 3:186/1000 | 4:192/1000, ], loss = 28.655412673950195, rewards = -50.19157088122684, consume time = 2679.9248468875885s
Episode 35 done, steps = 35000, actions = [0:206/1000 | 1:197/1000 | 2:222/1000  | 3:198/1000 | 4:177/1000, ], loss = 26.102893829345703, rewards = -51.04895104895183, consume time = 2707.4517369270325s
Episode 36 done, steps = 36000, actions = [0:192/1000 | 1:201/1000 | 2:225/1000  | 3:189/1000 | 4:193/1000, ], loss = 29.473787307739258, rewards = -53.30739299610977, consume time = 2733.64151597023s
Episode 37 done, steps = 37000, actions = [0:193/1000 | 1:182/1000 | 2:234/1000  | 3:178/1000 | 4:213/1000, ], loss = 29.20921516418457, rewards = -62.26415094339713, consume time = 2758.6586821079254s
Episode 38 done, steps = 38000, actions = [0:188/1000 | 1:195/1000 | 2:218/1000  | 3:210/1000 | 4:189/1000, ], loss = 27.775135040283203, rewards = -51.557093425606396, consume time = 2783.9603250026703s
Episode 39 done, steps = 39000, actions = [0:174/1000 | 1:195/1000 | 2:219/1000  | 3:195/1000 | 4:217/1000, ], loss = 28.881511688232422, rewards = -59.32203389830586, consume time = 2810.14044880867s
Episode 40 done, steps = 40000, actions = [0:207/1000 | 1:183/1000 | 2:212/1000  | 3:183/1000 | 4:215/1000, ], loss = 29.234413146972656, rewards = -59.706959706960525, consume time = 2836.8042731285095s
Episode 41 done, steps = 41000, actions = [0:216/1000 | 1:189/1000 | 2:210/1000  | 3:204/1000 | 4:181/1000, ], loss = 27.702661514282227, rewards = -54.83870967742016, consume time = 2862.3037531375885s
Episode 42 done, steps = 42000, actions = [0:214/1000 | 1:165/1000 | 2:239/1000  | 3:187/1000 | 4:195/1000, ], loss = 24.687360763549805, rewards = -57.51633986928184, consume time = 2888.0573501586914s
Episode 43 done, steps = 43000, actions = [0:183/1000 | 1:204/1000 | 2:242/1000  | 3:182/1000 | 4:189/1000, ], loss = 27.2055721282959, rewards = -61.4147909967854, consume time = 2913.480050086975s
Episode 44 done, steps = 44000, actions = [0:189/1000 | 1:177/1000 | 2:237/1000  | 3:192/1000 | 4:205/1000, ], loss = 26.81949806213379, rewards = -54.022988505747925, consume time = 2938.1426668167114s
Episode 45 done, steps = 45000, actions = [0:187/1000 | 1:192/1000 | 2:220/1000  | 3:191/1000 | 4:210/1000, ], loss = 29.34721565246582, rewards = -58.199356913184076, consume time = 2963.074392080307s
Episode 46 done, steps = 46000, actions = [0:205/1000 | 1:196/1000 | 2:222/1000  | 3:179/1000 | 4:198/1000, ], loss = 27.967924118041992, rewards = -57.89473684210603, consume time = 2987.522327899933s
Episode 47 done, steps = 47000, actions = [0:183/1000 | 1:190/1000 | 2:236/1000  | 3:192/1000 | 4:199/1000, ], loss = 29.175247192382812, rewards = -56.834532374101464, consume time = 3012.7117919921875s
Episode 48 done, steps = 48000, actions = [0:195/1000 | 1:198/1000 | 2:241/1000  | 3:190/1000 | 4:176/1000, ], loss = 27.366716384887695, rewards = -50.94339622641588, consume time = 3040.827296972275s
Episode 49 done, steps = 49000, actions = [0:167/1000 | 1:192/1000 | 2:225/1000  | 3:210/1000 | 4:206/1000, ], loss = 30.55487632751465, rewards = -58.08383233533022, consume time = 3067.924936056137s
Episode 50 done, steps = 50000, actions = [0:200/1000 | 1:164/1000 | 2:219/1000  | 3:214/1000 | 4:203/1000, ], loss = 28.287324905395508, rewards = -55.41401273885433, consume time = 3093.541656970978s
Episode 51 done, steps = 51000, actions = [0:219/1000 | 1:187/1000 | 2:211/1000  | 3:204/1000 | 4:179/1000, ], loss = 26.99710464477539, rewards = -57.37704918032869, consume time = 3118.3154690265656s
Episode 52 done, steps = 52000, actions = [0:183/1000 | 1:217/1000 | 2:210/1000  | 3:203/1000 | 4:187/1000, ], loss = 29.256834030151367, rewards = -55.4140127388543, consume time = 3144.739130973816s
Episode 53 done, steps = 53000, actions = [0:197/1000 | 1:172/1000 | 2:223/1000  | 3:228/1000 | 4:180/1000, ], loss = 27.041364669799805, rewards = -48.97959183673546, consume time = 3172.280564069748s
Episode 54 done, steps = 54000, actions = [0:177/1000 | 1:197/1000 | 2:220/1000  | 3:191/1000 | 4:215/1000, ], loss = 27.273340225219727, rewards = -51.12781954887284, consume time = 3198.9781601428986s
Episode 55 done, steps = 55000, actions = [0:209/1000 | 1:159/1000 | 2:205/1000  | 3:206/1000 | 4:221/1000, ], loss = 28.475725173950195, rewards = -60.78431372549108, consume time = 3225.1150600910187s
Episode 56 done, steps = 56000, actions = [0:186/1000 | 1:201/1000 | 2:261/1000  | 3:188/1000 | 4:164/1000, ], loss = 27.94239044189453, rewards = -47.552447552448264, consume time = 3250.764979124069s
Episode 57 done, steps = 57000, actions = [0:193/1000 | 1:180/1000 | 2:241/1000  | 3:188/1000 | 4:198/1000, ], loss = 27.340166091918945, rewards = -53.40501792114779, consume time = 3276.3118340969086s
Episode 58 done, steps = 58000, actions = [0:163/1000 | 1:221/1000 | 2:204/1000  | 3:201/1000 | 4:211/1000, ], loss = 27.19767189025879, rewards = -54.38596491228151, consume time = 3301.0492231845856s
Episode 59 done, steps = 59000, actions = [0:183/1000 | 1:190/1000 | 2:250/1000  | 3:184/1000 | 4:193/1000, ], loss = 27.94996452331543, rewards = -65.90909090909167, consume time = 3326.462411880493s
Episode 60 done, steps = 60000, actions = [0:203/1000 | 1:184/1000 | 2:222/1000  | 3:198/1000 | 4:193/1000, ], loss = 27.77631187438965, rewards = -57.23684210526395, consume time = 3351.1452798843384s
Episode 61 done, steps = 61000, actions = [0:192/1000 | 1:189/1000 | 2:217/1000  | 3:204/1000 | 4:198/1000, ], loss = 28.94930076599121, rewards = -51.38888888888966, consume time = 3377.761159181595s
Episode 62 done, steps = 62000, actions = [0:200/1000 | 1:183/1000 | 2:239/1000  | 3:174/1000 | 4:204/1000, ], loss = 27.040401458740234, rewards = -58.0152671755733, consume time = 3404.3779520988464s
Episode 63 done, steps = 63000, actions = [0:178/1000 | 1:187/1000 | 2:213/1000  | 3:212/1000 | 4:210/1000, ], loss = 28.182706832885742, rewards = -56.081081081081855, consume time = 3431.3359751701355s
Episode 64 done, steps = 64000, actions = [0:200/1000 | 1:207/1000 | 2:212/1000  | 3:189/1000 | 4:192/1000, ], loss = 29.054977416992188, rewards = -59.731543624161944, consume time = 3458.135854959488s
Episode 65 done, steps = 65000, actions = [0:164/1000 | 1:209/1000 | 2:240/1000  | 3:189/1000 | 4:198/1000, ], loss = 29.15073013305664, rewards = -57.74647887324027, consume time = 3483.7555549144745s
Episode 66 done, steps = 66000, actions = [0:203/1000 | 1:184/1000 | 2:225/1000  | 3:203/1000 | 4:185/1000, ], loss = 26.365463256835938, rewards = -46.56488549618386, consume time = 3509.020823955536s
Episode 67 done, steps = 67000, actions = [0:193/1000 | 1:160/1000 | 2:234/1000  | 3:204/1000 | 4:209/1000, ], loss = 30.591650009155273, rewards = -50.00000000000073, consume time = 3533.988575220108s
Episode 68 done, steps = 68000, actions = [0:183/1000 | 1:172/1000 | 2:263/1000  | 3:191/1000 | 4:191/1000, ], loss = 28.202075958251953, rewards = -48.412698412699235, consume time = 3559.0983011722565s
Episode 69 done, steps = 69000, actions = [0:181/1000 | 1:198/1000 | 2:241/1000  | 3:183/1000 | 4:197/1000, ], loss = 27.579708099365234, rewards = -65.51724137931114, consume time = 3584.100683927536s
Episode 70 done, steps = 70000, actions = [0:204/1000 | 1:199/1000 | 2:211/1000  | 3:193/1000 | 4:193/1000, ], loss = 28.772523880004883, rewards = -58.598726114650574, consume time = 3609.4784638881683s
Episode 71 done, steps = 71000, actions = [0:205/1000 | 1:171/1000 | 2:218/1000  | 3:204/1000 | 4:202/1000, ], loss = 26.849916458129883, rewards = -54.703832752614076, consume time = 3634.9577310085297s
Episode 72 done, steps = 72000, actions = [0:207/1000 | 1:180/1000 | 2:223/1000  | 3:189/1000 | 4:201/1000, ], loss = 27.325817108154297, rewards = -61.194029850747164, consume time = 3660.091157913208s
Episode 73 done, steps = 73000, actions = [0:182/1000 | 1:206/1000 | 2:228/1000  | 3:170/1000 | 4:214/1000, ], loss = 26.46359634399414, rewards = -58.80149812734168, consume time = 3684.756061077118s
Episode 74 done, steps = 74000, actions = [0:233/1000 | 1:188/1000 | 2:192/1000  | 3:202/1000 | 4:185/1000, ], loss = 27.395671844482422, rewards = -51.21951219512267, consume time = 3709.578943014145s
Episode 75 done, steps = 75000, actions = [0:208/1000 | 1:213/1000 | 2:216/1000  | 3:192/1000 | 4:171/1000, ], loss = 28.770132064819336, rewards = -48.52941176470667, consume time = 3737.3959560394287s
Episode 76 done, steps = 76000, actions = [0:202/1000 | 1:181/1000 | 2:215/1000  | 3:199/1000 | 4:203/1000, ], loss = 30.898569107055664, rewards = -53.90070921985898, consume time = 3761.9862072467804s
Episode 77 done, steps = 77000, actions = [0:181/1000 | 1:194/1000 | 2:226/1000  | 3:192/1000 | 4:207/1000, ], loss = 27.62384033203125, rewards = -60.91205211726471, consume time = 3787.54044508934s
Episode 78 done, steps = 78000, actions = [0:191/1000 | 1:193/1000 | 2:227/1000  | 3:191/1000 | 4:198/1000, ], loss = 25.403717041015625, rewards = -57.516339869281865, consume time = 3813.566994190216s
Episode 79 done, steps = 79000, actions = [0:185/1000 | 1:191/1000 | 2:240/1000  | 3:169/1000 | 4:215/1000, ], loss = 27.96172523498535, rewards = -61.67247386759666, consume time = 3839.011296272278s
Episode 80 done, steps = 80000, actions = [0:191/1000 | 1:179/1000 | 2:221/1000  | 3:207/1000 | 4:202/1000, ], loss = 29.223421096801758, rewards = -53.90070921985886, consume time = 3863.935157060623s
Episode 81 done, steps = 81000, actions = [0:179/1000 | 1:191/1000 | 2:247/1000  | 3:174/1000 | 4:209/1000, ], loss = 30.09117889404297, rewards = -57.85440613026901, consume time = 3888.9844419956207s
Episode 82 done, steps = 82000, actions = [0:201/1000 | 1:172/1000 | 2:229/1000  | 3:188/1000 | 4:210/1000, ], loss = 24.84842872619629, rewards = -65.81196581196663, consume time = 3914.239765882492s
Episode 83 done, steps = 83000, actions = [0:196/1000 | 1:183/1000 | 2:216/1000  | 3:201/1000 | 4:204/1000, ], loss = 23.21010971069336, rewards = -52.218430034130556, consume time = 3939.9095089435577s
Episode 84 done, steps = 84000, actions = [0:187/1000 | 1:184/1000 | 2:241/1000  | 3:197/1000 | 4:191/1000, ], loss = 27.151933670043945, rewards = -62.42774566474068, consume time = 3964.999932050705s
Episode 85 done, steps = 85000, actions = [0:179/1000 | 1:193/1000 | 2:252/1000  | 3:177/1000 | 4:199/1000, ], loss = 27.970186233520508, rewards = -57.52895752895844, consume time = 3990.1191630363464s
Episode 86 done, steps = 86000, actions = [0:188/1000 | 1:188/1000 | 2:215/1000  | 3:194/1000 | 4:215/1000, ], loss = 30.309814453125, rewards = -58.04195804195891, consume time = 4014.9930431842804s
Episode 87 done, steps = 87000, actions = [0:185/1000 | 1:195/1000 | 2:207/1000  | 3:195/1000 | 4:218/1000, ], loss = 28.074378967285156, rewards = -57.597173144877196, consume time = 4040.095226049423s
Episode 88 done, steps = 88000, actions = [0:208/1000 | 1:165/1000 | 2:211/1000  | 3:203/1000 | 4:213/1000, ], loss = 27.850265502929688, rewards = -52.029520295203774, consume time = 4065.3634400367737s
Episode 89 done, steps = 89000, actions = [0:201/1000 | 1:176/1000 | 2:247/1000  | 3:182/1000 | 4:194/1000, ], loss = 26.288469314575195, rewards = -54.54545454545536, consume time = 4092.704698085785s
Episode 90 done, steps = 90000, actions = [0:221/1000 | 1:175/1000 | 2:198/1000  | 3:205/1000 | 4:201/1000, ], loss = 29.291505813598633, rewards = -44.44444444444511, consume time = 4117.349299192429s
Episode 91 done, steps = 91000, actions = [0:190/1000 | 1:178/1000 | 2:230/1000  | 3:199/1000 | 4:203/1000, ], loss = 26.76541519165039, rewards = -54.54545454545537, consume time = 4142.479578971863s
Episode 92 done, steps = 92000, actions = [0:162/1000 | 1:187/1000 | 2:248/1000  | 3:197/1000 | 4:206/1000, ], loss = 26.730384826660156, rewards = -55.55555555555642, consume time = 4167.476598978043s
Episode 93 done, steps = 93000, actions = [0:189/1000 | 1:168/1000 | 2:223/1000  | 3:204/1000 | 4:216/1000, ], loss = 25.424970626831055, rewards = -58.59872611465053, consume time = 4193.407970905304s
Episode 94 done, steps = 94000, actions = [0:197/1000 | 1:187/1000 | 2:237/1000  | 3:175/1000 | 4:204/1000, ], loss = 25.26125717163086, rewards = -62.382445141066796, consume time = 4219.2362270355225s
Episode 95 done, steps = 95000, actions = [0:202/1000 | 1:181/1000 | 2:236/1000  | 3:162/1000 | 4:219/1000, ], loss = 27.795570373535156, rewards = -63.69636963696453, consume time = 4244.840832948685s
Episode 96 done, steps = 96000, actions = [0:191/1000 | 1:180/1000 | 2:252/1000  | 3:188/1000 | 4:189/1000, ], loss = 26.153406143188477, rewards = -62.025316455697116, consume time = 4269.970756053925s
Episode 97 done, steps = 97000, actions = [0:195/1000 | 1:192/1000 | 2:221/1000  | 3:182/1000 | 4:210/1000, ], loss = 26.886186599731445, rewards = -63.93442622950913, consume time = 4295.408285140991s
Episode 98 done, steps = 98000, actions = [0:193/1000 | 1:176/1000 | 2:213/1000  | 3:214/1000 | 4:204/1000, ], loss = 27.589649200439453, rewards = -52.218430034130506, consume time = 4320.840208053589s
Episode 99 done, steps = 99000, actions = [0:176/1000 | 1:210/1000 | 2:211/1000  | 3:190/1000 | 4:213/1000, ], loss = 26.381999969482422, rewards = -65.40880503144729, consume time = 4345.691480875015s
Episode 100 done, steps = 100000, actions = [0:199/1000 | 1:197/1000 | 2:224/1000  | 3:186/1000 | 4:194/1000, ], loss = 25.19066047668457, rewards = -52.38095238095311, consume time = 4370.26114487648s
Episode 101 done, steps = 101000, actions = [0:214/1000 | 1:185/1000 | 2:208/1000  | 3:190/1000 | 4:203/1000, ], loss = 25.359333038330078, rewards = -55.12820512820593, consume time = 4395.252575159073s
Episode 102 done, steps = 102000, actions = [0:206/1000 | 1:190/1000 | 2:215/1000  | 3:207/1000 | 4:182/1000, ], loss = 28.127384185791016, rewards = -57.09570957095795, consume time = 4422.410154104233s
Episode 103 done, steps = 103000, actions = [0:186/1000 | 1:204/1000 | 2:237/1000  | 3:180/1000 | 4:193/1000, ], loss = 26.91705322265625, rewards = -54.37262357414525, consume time = 4449.845857858658s
Episode 104 done, steps = 104000, actions = [0:177/1000 | 1:201/1000 | 2:238/1000  | 3:205/1000 | 4:179/1000, ], loss = 25.607547760009766, rewards = -54.22535211267678, consume time = 4475.830299139023s
Episode 105 done, steps = 105000, actions = [0:168/1000 | 1:197/1000 | 2:246/1000  | 3:187/1000 | 4:202/1000, ], loss = 25.030527114868164, rewards = -60.39603960396125, consume time = 4502.895961046219s
Episode 106 done, steps = 106000, actions = [0:160/1000 | 1:176/1000 | 2:225/1000  | 3:222/1000 | 4:217/1000, ], loss = 25.623947143554688, rewards = -55.1724137931043, consume time = 4529.828415155411s
Episode 107 done, steps = 107000, actions = [0:194/1000 | 1:198/1000 | 2:238/1000  | 3:200/1000 | 4:170/1000, ], loss = 26.613285064697266, rewards = -46.043165467626544, consume time = 4555.772696971893s
Episode 108 done, steps = 108000, actions = [0:181/1000 | 1:195/1000 | 2:245/1000  | 3:189/1000 | 4:190/1000, ], loss = 27.219223022460938, rewards = -57.09570957095794, consume time = 4581.422814130783s
Episode 109 done, steps = 109000, actions = [0:181/1000 | 1:201/1000 | 2:234/1000  | 3:176/1000 | 4:208/1000, ], loss = 26.752159118652344, rewards = -60.52631578947457, consume time = 4606.590148925781s
Episode 110 done, steps = 110000, actions = [0:198/1000 | 1:178/1000 | 2:265/1000  | 3:180/1000 | 4:179/1000, ], loss = 26.68601417541504, rewards = -53.02013422818873, consume time = 4632.004087924957s
Episode 111 done, steps = 111000, actions = [0:196/1000 | 1:176/1000 | 2:199/1000  | 3:227/1000 | 4:202/1000, ], loss = 27.1597957611084, rewards = -56.656346749226856, consume time = 4658.013713121414s
Episode 112 done, steps = 112000, actions = [0:213/1000 | 1:189/1000 | 2:227/1000  | 3:182/1000 | 4:189/1000, ], loss = 26.217365264892578, rewards = -60.00000000000081, consume time = 4684.667967796326s
Episode 113 done, steps = 113000, actions = [0:188/1000 | 1:193/1000 | 2:200/1000  | 3:207/1000 | 4:212/1000, ], loss = 25.03270149230957, rewards = -49.01960784313796, consume time = 4711.244208097458s
Episode 114 done, steps = 114000, actions = [0:200/1000 | 1:192/1000 | 2:217/1000  | 3:206/1000 | 4:185/1000, ], loss = 27.50469970703125, rewards = -49.09090909090991, consume time = 4738.47616815567s
Episode 115 done, steps = 115000, actions = [0:183/1000 | 1:210/1000 | 2:255/1000  | 3:172/1000 | 4:180/1000, ], loss = 26.449628829956055, rewards = -61.03896103896194, consume time = 4765.604565858841s
Episode 116 done, steps = 116000, actions = [0:190/1000 | 1:194/1000 | 2:230/1000  | 3:202/1000 | 4:184/1000, ], loss = 26.92433738708496, rewards = -57.236842105263946, consume time = 4793.624963998795s
Episode 117 done, steps = 117000, actions = [0:199/1000 | 1:191/1000 | 2:215/1000  | 3:169/1000 | 4:226/1000, ], loss = 25.659929275512695, rewards = -66.76737160120915, consume time = 4820.821306943893s
Episode 118 done, steps = 118000, actions = [0:198/1000 | 1:173/1000 | 2:221/1000  | 3:206/1000 | 4:202/1000, ], loss = 26.230016708374023, rewards = -60.122699386503996, consume time = 4847.871444225311s
Episode 119 done, steps = 119000, actions = [0:188/1000 | 1:197/1000 | 2:203/1000  | 3:205/1000 | 4:207/1000, ], loss = 30.43802261352539, rewards = -53.40501792114771, consume time = 4875.239511966705s
Episode 120 done, steps = 120000, actions = [0:179/1000 | 1:200/1000 | 2:200/1000  | 3:200/1000 | 4:221/1000, ], loss = 26.161975860595703, rewards = -56.83453237410158, consume time = 4902.708642959595s
Episode 121 done, steps = 121000, actions = [0:180/1000 | 1:176/1000 | 2:240/1000  | 3:194/1000 | 4:210/1000, ], loss = 23.47223472595215, rewards = -61.16504854369016, consume time = 4930.240185976028s
Episode 122 done, steps = 122000, actions = [0:195/1000 | 1:165/1000 | 2:216/1000  | 3:219/1000 | 4:205/1000, ], loss = 27.65077781677246, rewards = -49.09090909090987, consume time = 4958.226687908173s
Episode 123 done, steps = 123000, actions = [0:190/1000 | 1:214/1000 | 2:187/1000  | 3:203/1000 | 4:206/1000, ], loss = 25.087228775024414, rewards = -53.17725752508448, consume time = 4985.368320941925s
Episode 124 done, steps = 124000, actions = [0:221/1000 | 1:202/1000 | 2:184/1000  | 3:186/1000 | 4:207/1000, ], loss = 24.746232986450195, rewards = -52.380952380953175, consume time = 5013.267895936966s
Episode 125 done, steps = 125000, actions = [0:199/1000 | 1:163/1000 | 2:205/1000  | 3:210/1000 | 4:223/1000, ], loss = 24.894672393798828, rewards = -56.22895622895703, consume time = 5041.657270908356s
Episode 126 done, steps = 126000, actions = [0:200/1000 | 1:196/1000 | 2:193/1000  | 3:197/1000 | 4:214/1000, ], loss = 26.106279373168945, rewards = -60.52631578947457, consume time = 5069.787628889084s
Episode 127 done, steps = 127000, actions = [0:163/1000 | 1:203/1000 | 2:256/1000  | 3:201/1000 | 4:177/1000, ], loss = 26.445178985595703, rewards = -53.06859205776256, consume time = 5095.394602060318s
Episode 128 done, steps = 128000, actions = [0:211/1000 | 1:175/1000 | 2:203/1000  | 3:176/1000 | 4:235/1000, ], loss = 25.842878341674805, rewards = -64.40129449838274, consume time = 5124.990280151367s
Episode 129 done, steps = 129000, actions = [0:194/1000 | 1:220/1000 | 2:219/1000  | 3:167/1000 | 4:200/1000, ], loss = 26.560558319091797, rewards = -53.97489539749029, consume time = 5152.290199041367s
Episode 130 done, steps = 130000, actions = [0:191/1000 | 1:171/1000 | 2:210/1000  | 3:198/1000 | 4:230/1000, ], loss = 26.51059913635254, rewards = -61.66134185303605, consume time = 5180.272949934006s
Episode 131 done, steps = 131000, actions = [0:218/1000 | 1:188/1000 | 2:201/1000  | 3:186/1000 | 4:207/1000, ], loss = 27.910932540893555, rewards = -65.18987341772237, consume time = 5209.187982082367s
Episode 132 done, steps = 132000, actions = [0:183/1000 | 1:212/1000 | 2:185/1000  | 3:201/1000 | 4:219/1000, ], loss = 24.712677001953125, rewards = -54.38596491228157, consume time = 5235.721713066101s
Episode 133 done, steps = 133000, actions = [0:214/1000 | 1:225/1000 | 2:221/1000  | 3:162/1000 | 4:178/1000, ], loss = 24.701801300048828, rewards = -54.54545454545533, consume time = 5262.950479984283s
Episode 134 done, steps = 134000, actions = [0:181/1000 | 1:191/1000 | 2:226/1000  | 3:196/1000 | 4:206/1000, ], loss = 26.44672203063965, rewards = -55.4794520547954, consume time = 5290.978115081787s
