Episode 1 done, steps = 1000, actions = [0:180/1000 | 1:198/1000 | 2:174/1000 | 3:212/1000 | 4:236/1000 | ], p_loss = 145.59547424316406, v_loss = 0.3697684407234192, rewards = -60.52631578947455, consume time = 4.374488115310669s
Episode 12 done, steps = 12000, actions = [0:189/1000 | 1:203/1000 | 2:210/1000 | 3:210/1000 | 4:188/1000 | ], p_loss = 3.2290096282958984, v_loss = 0.008310766890645027, rewards = -47.91666666666741, consume time = 702.1640088558197s
Episode 13 done, steps = 13000, actions = [0:218/1000 | 1:201/1000 | 2:189/1000 | 3:205/1000 | 4:187/1000 | ], p_loss = 3.5611348152160645, v_loss = 0.3369062840938568, rewards = -54.98392282958283, consume time = 765.0714299678802s
Episode 14 done, steps = 14000, actions = [0:186/1000 | 1:196/1000 | 2:224/1000 | 3:182/1000 | 4:212/1000 | ], p_loss = 3.930504322052002, v_loss = 0.4354803264141083, rewards = -50.207468879668866, consume time = 827.262993812561s
Episode 15 done, steps = 15000, actions = [0:221/1000 | 1:196/1000 | 2:187/1000 | 3:199/1000 | 4:197/1000 | ], p_loss = 4.191176891326904, v_loss = 0.014412878081202507, rewards = -50.57034220532388, consume time = 889.2147798538208s
Episode 16 done, steps = 16000, actions = [0:210/1000 | 1:212/1000 | 2:224/1000 | 3:156/1000 | 4:198/1000 | ], p_loss = 4.491726398468018, v_loss = 0.004560507833957672, rewards = -64.28571428571516, consume time = 951.5590960979462s
Episode 17 done, steps = 17000, actions = [0:218/1000 | 1:208/1000 | 2:223/1000 | 3:151/1000 | 4:200/1000 | ], p_loss = 4.747074127197266, v_loss = 0.004610126838088036, rewards = -59.595959595960466, consume time = 1013.5578889846802s
Episode 18 done, steps = 18000, actions = [0:233/1000 | 1:176/1000 | 2:258/1000 | 3:140/1000 | 4:193/1000 | ], p_loss = 5.040157318115234, v_loss = 0.0015794418286532164, rewards = -67.74193548387159, consume time = 1075.8216230869293s
Episode 19 done, steps = 19000, actions = [0:218/1000 | 1:223/1000 | 2:251/1000 | 3:106/1000 | 4:202/1000 | ], p_loss = 5.270623683929443, v_loss = 0.005513022653758526, rewards = -67.62589928057602, consume time = 1137.9445989131927s
Episode 20 done, steps = 20000, actions = [0:226/1000 | 1:176/1000 | 2:258/1000 | 3:118/1000 | 4:222/1000 | ], p_loss = 5.529947280883789, v_loss = 0.001833315473049879, rewards = -70.14925373134376, consume time = 1199.7331881523132s
Episode 21 done, steps = 21000, actions = [0:268/1000 | 1:218/1000 | 2:211/1000 | 3:136/1000 | 4:167/1000 | ], p_loss = 5.772547245025635, v_loss = 0.0010275566019117832, rewards = -65.40880503144737, consume time = 1261.780513048172s
Episode 22 done, steps = 22000, actions = [0:260/1000 | 1:228/1000 | 2:233/1000 | 3:126/1000 | 4:153/1000 | ], p_loss = 6.02231502532959, v_loss = 0.004039992578327656, rewards = -58.1749049429666, consume time = 1323.647835969925s
Episode 23 done, steps = 23000, actions = [0:264/1000 | 1:214/1000 | 2:241/1000 | 3:112/1000 | 4:169/1000 | ], p_loss = 6.243513584136963, v_loss = 0.004777987953275442, rewards = -66.10169491525501, consume time = 1385.5035610198975s
Episode 24 done, steps = 24000, actions = [0:284/1000 | 1:227/1000 | 2:274/1000 | 3:67/1000 | 4:148/1000 | ], p_loss = 6.451889514923096, v_loss = 0.004391746129840612, rewards = -73.06397306397312, consume time = 1447.474452972412s
Episode 25 done, steps = 25000, actions = [0:239/1000 | 1:211/1000 | 2:218/1000 | 3:159/1000 | 4:173/1000 | ], p_loss = 6.662226676940918, v_loss = 0.3043011426925659, rewards = -59.10780669145067, consume time = 1509.3247780799866s
Episode 26 done, steps = 26000, actions = [0:238/1000 | 1:199/1000 | 2:245/1000 | 3:118/1000 | 4:200/1000 | ], p_loss = 6.851290702819824, v_loss = 0.3097594678401947, rewards = -65.38461538461593, consume time = 1571.0079219341278s
Episode 27 done, steps = 27000, actions = [0:244/1000 | 1:245/1000 | 2:243/1000 | 3:115/1000 | 4:153/1000 | ], p_loss = 7.0828046798706055, v_loss = 0.3178631663322449, rewards = -57.29537366548119, consume time = 1632.7978630065918s
Episode 28 done, steps = 28000, actions = [0:214/1000 | 1:213/1000 | 2:215/1000 | 3:178/1000 | 4:180/1000 | ], p_loss = 7.22177791595459, v_loss = 0.003738396568223834, rewards = -56.204379562044664, consume time = 1694.8468890190125s
Episode 29 done, steps = 29000, actions = [0:209/1000 | 1:199/1000 | 2:195/1000 | 3:224/1000 | 4:173/1000 | ], p_loss = 7.384167194366455, v_loss = 0.4250636398792267, rewards = -53.75722543352684, consume time = 1757.1672070026398s
Episode 30 done, steps = 30000, actions = [0:161/1000 | 1:216/1000 | 2:193/1000 | 3:230/1000 | 4:200/1000 | ], p_loss = 7.538249492645264, v_loss = 0.0032929147128015757, rewards = -54.09836065573841, consume time = 1819.1038930416107s
Episode 31 done, steps = 31000, actions = [0:173/1000 | 1:203/1000 | 2:223/1000 | 3:204/1000 | 4:197/1000 | ], p_loss = 7.672824859619141, v_loss = 0.003998438827693462, rewards = -55.78231292517087, consume time = 1881.9246468544006s
Episode 32 done, steps = 32000, actions = [0:203/1000 | 1:175/1000 | 2:212/1000 | 3:221/1000 | 4:189/1000 | ], p_loss = 7.82894229888916, v_loss = 0.001340730581432581, rewards = -53.177257525084386, consume time = 1943.4002921581268s
Episode 33 done, steps = 33000, actions = [0:192/1000 | 1:201/1000 | 2:224/1000 | 3:219/1000 | 4:164/1000 | ], p_loss = 7.944600582122803, v_loss = 0.00420669000595808, rewards = -43.26241134751831, consume time = 2004.8854598999023s
Episode 34 done, steps = 34000, actions = [0:177/1000 | 1:209/1000 | 2:215/1000 | 3:194/1000 | 4:205/1000 | ], p_loss = 8.083873748779297, v_loss = 0.0025468633975833654, rewards = -60.78431372549106, consume time = 2066.37500500679s
Episode 35 done, steps = 35000, actions = [0:209/1000 | 1:187/1000 | 2:213/1000 | 3:201/1000 | 4:190/1000 | ], p_loss = 8.185371398925781, v_loss = 0.3097502291202545, rewards = -55.017301038063025, consume time = 2127.6860358715057s
Episode 36 done, steps = 36000, actions = [0:172/1000 | 1:200/1000 | 2:202/1000 | 3:226/1000 | 4:200/1000 | ], p_loss = 8.317328453063965, v_loss = 1.2996107339859009, rewards = -49.6124031007759, consume time = 2188.8921599388123s
Episode 37 done, steps = 37000, actions = [0:208/1000 | 1:203/1000 | 2:204/1000 | 3:217/1000 | 4:168/1000 | ], p_loss = 8.384737968444824, v_loss = 0.7098538875579834, rewards = -40.94488188976428, consume time = 2250.0062839984894s
Episode 38 done, steps = 38000, actions = [0:211/1000 | 1:198/1000 | 2:205/1000 | 3:210/1000 | 4:176/1000 | ], p_loss = 8.537863731384277, v_loss = 1.2399054765701294, rewards = -54.692556634305014, consume time = 2311.3951239585876s
Episode 39 done, steps = 39000, actions = [0:197/1000 | 1:194/1000 | 2:204/1000 | 3:211/1000 | 4:194/1000 | ], p_loss = 8.567219734191895, v_loss = 0.010245774872601032, rewards = -56.81063122923673, consume time = 2373.1212317943573s
Episode 40 done, steps = 40000, actions = [0:179/1000 | 1:194/1000 | 2:217/1000 | 3:210/1000 | 4:200/1000 | ], p_loss = 8.688755989074707, v_loss = 0.34465426206588745, rewards = -54.0636042402835, consume time = 2434.647341966629s
Episode 41 done, steps = 41000, actions = [0:200/1000 | 1:198/1000 | 2:226/1000 | 3:190/1000 | 4:186/1000 | ], p_loss = 8.793617248535156, v_loss = 0.0006006413605064154, rewards = -61.74863387978241, consume time = 2496.4011268615723s
Episode 42 done, steps = 42000, actions = [0:212/1000 | 1:184/1000 | 2:184/1000 | 3:222/1000 | 4:198/1000 | ], p_loss = 8.854348182678223, v_loss = 0.3369593620300293, rewards = -51.21951219512263, consume time = 2557.6480979919434s
Episode 43 done, steps = 43000, actions = [0:172/1000 | 1:225/1000 | 2:198/1000 | 3:199/1000 | 4:206/1000 | ], p_loss = 8.935835838317871, v_loss = 0.45646631717681885, rewards = -59.731543624161894, consume time = 2618.95943403244s
Episode 44 done, steps = 44000, actions = [0:184/1000 | 1:186/1000 | 2:203/1000 | 3:217/1000 | 4:210/1000 | ], p_loss = 8.99330997467041, v_loss = 0.003748842980712652, rewards = -58.19935691318417, consume time = 2680.4541890621185s
Episode 45 done, steps = 45000, actions = [0:189/1000 | 1:200/1000 | 2:200/1000 | 3:224/1000 | 4:187/1000 | ], p_loss = 9.073535919189453, v_loss = 0.8494620323181152, rewards = -47.91666666666745, consume time = 2741.929641008377s
Episode 46 done, steps = 46000, actions = [0:185/1000 | 1:167/1000 | 2:236/1000 | 3:217/1000 | 4:195/1000 | ], p_loss = 9.146502494812012, v_loss = 0.40949755907058716, rewards = -47.36842105263238, consume time = 2803.3863611221313s
Episode 47 done, steps = 47000, actions = [0:196/1000 | 1:200/1000 | 2:205/1000 | 3:204/1000 | 4:195/1000 | ], p_loss = 9.172569274902344, v_loss = 0.35577377676963806, rewards = -57.654723127036696, consume time = 2864.921452999115s
Episode 48 done, steps = 48000, actions = [0:211/1000 | 1:199/1000 | 2:200/1000 | 3:188/1000 | 4:202/1000 | ], p_loss = 9.217251777648926, v_loss = 0.00953761488199234, rewards = -61.90476190476274, consume time = 2926.5148589611053s
Episode 49 done, steps = 49000, actions = [0:196/1000 | 1:178/1000 | 2:202/1000 | 3:214/1000 | 4:210/1000 | ], p_loss = 9.27873706817627, v_loss = 0.6733861565589905, rewards = -58.46645367412225, consume time = 2987.9442920684814s
Episode 50 done, steps = 50000, actions = [0:198/1000 | 1:207/1000 | 2:195/1000 | 3:216/1000 | 4:184/1000 | ], p_loss = 9.323861122131348, v_loss = 0.477939635515213, rewards = -50.877192982456926, consume time = 3049.2536220550537s
Episode 51 done, steps = 51000, actions = [0:216/1000 | 1:179/1000 | 2:211/1000 | 3:207/1000 | 4:187/1000 | ], p_loss = 9.405325889587402, v_loss = 0.3540063500404358, rewards = -55.32646048110047, consume time = 3110.6237750053406s
Episode 52 done, steps = 52000, actions = [0:206/1000 | 1:232/1000 | 2:180/1000 | 3:207/1000 | 4:175/1000 | ], p_loss = 9.463967323303223, v_loss = 0.0022440371103584766, rewards = -47.916666666667496, consume time = 3172.4338228702545s
Episode 53 done, steps = 53000, actions = [0:212/1000 | 1:197/1000 | 2:205/1000 | 3:192/1000 | 4:194/1000 | ], p_loss = 9.49496078491211, v_loss = 1.2051424980163574, rewards = -57.0957095709579, consume time = 3234.2567460536957s
Episode 54 done, steps = 54000, actions = [0:197/1000 | 1:193/1000 | 2:194/1000 | 3:209/1000 | 4:207/1000 | ], p_loss = 9.52885913848877, v_loss = 1.0408488512039185, rewards = -59.752321981425, consume time = 3296.066748857498s
Episode 55 done, steps = 55000, actions = [0:185/1000 | 1:208/1000 | 2:189/1000 | 3:221/1000 | 4:197/1000 | ], p_loss = 9.564970970153809, v_loss = 0.008454007096588612, rewards = -51.85185185185265, consume time = 3357.4060909748077s
Episode 56 done, steps = 56000, actions = [0:193/1000 | 1:205/1000 | 2:183/1000 | 3:216/1000 | 4:203/1000 | ], p_loss = 9.619688987731934, v_loss = 0.0046242219395935535, rewards = -55.63139931740697, consume time = 3418.9658801555634s
Episode 57 done, steps = 57000, actions = [0:202/1000 | 1:178/1000 | 2:188/1000 | 3:222/1000 | 4:210/1000 | ], p_loss = 9.646027565002441, v_loss = 0.009071249514818192, rewards = -54.86111111111199, consume time = 3480.3898618221283s
Episode 58 done, steps = 58000, actions = [0:220/1000 | 1:168/1000 | 2:214/1000 | 3:206/1000 | 4:192/1000 | ], p_loss = 9.722748756408691, v_loss = 0.0034704068675637245, rewards = -54.692556634305, consume time = 3542.17759680748s
Episode 59 done, steps = 59000, actions = [0:201/1000 | 1:180/1000 | 2:185/1000 | 3:225/1000 | 4:209/1000 | ], p_loss = 9.764130592346191, v_loss = 0.002155837370082736, rewards = -54.12844036697323, consume time = 3603.859645843506s
Episode 60 done, steps = 60000, actions = [0:182/1000 | 1:188/1000 | 2:187/1000 | 3:237/1000 | 4:206/1000 | ], p_loss = 9.794631004333496, v_loss = 0.004392451606690884, rewards = -49.45848375451342, consume time = 3665.2381949424744s
Episode 61 done, steps = 61000, actions = [0:216/1000 | 1:201/1000 | 2:196/1000 | 3:190/1000 | 4:197/1000 | ], p_loss = 9.808518409729004, v_loss = 0.0041303327307105064, rewards = -51.672862453532375, consume time = 3726.3499369621277s
Episode 62 done, steps = 62000, actions = [0:199/1000 | 1:191/1000 | 2:215/1000 | 3:198/1000 | 4:197/1000 | ], p_loss = 9.861180305480957, v_loss = 0.0004645440203603357, rewards = -58.73015873015964, consume time = 3787.863471031189s
Episode 63 done, steps = 63000, actions = [0:190/1000 | 1:191/1000 | 2:206/1000 | 3:213/1000 | 4:200/1000 | ], p_loss = 9.847572326660156, v_loss = 0.005394260864704847, rewards = -51.85185185185256, consume time = 3849.309772014618s
Episode 64 done, steps = 64000, actions = [0:210/1000 | 1:210/1000 | 2:206/1000 | 3:180/1000 | 4:194/1000 | ], p_loss = 9.872661590576172, v_loss = 0.0048623597249388695, rewards = -61.53846153846244, consume time = 3910.9668910503387s
Episode 65 done, steps = 65000, actions = [0:197/1000 | 1:219/1000 | 2:191/1000 | 3:205/1000 | 4:188/1000 | ], p_loss = 9.923267364501953, v_loss = 0.46366649866104126, rewards = -47.95539033457323, consume time = 3972.2508969306946s
Episode 66 done, steps = 66000, actions = [0:186/1000 | 1:191/1000 | 2:214/1000 | 3:214/1000 | 4:195/1000 | ], p_loss = 9.910630226135254, v_loss = 0.006432660389691591, rewards = -52.07667731629474, consume time = 4033.666827917099s
Episode 67 done, steps = 67000, actions = [0:183/1000 | 1:197/1000 | 2:219/1000 | 3:218/1000 | 4:183/1000 | ], p_loss = 9.94687557220459, v_loss = 0.0026874332688748837, rewards = -45.01718213058495, consume time = 4095.0259199142456s
Episode 68 done, steps = 68000, actions = [0:199/1000 | 1:186/1000 | 2:228/1000 | 3:188/1000 | 4:199/1000 | ], p_loss = 9.976332664489746, v_loss = 0.0033400272950530052, rewards = -58.99053627760341, consume time = 4156.653321027756s
Episode 69 done, steps = 69000, actions = [0:170/1000 | 1:200/1000 | 2:213/1000 | 3:208/1000 | 4:209/1000 | ], p_loss = 9.995086669921875, v_loss = 0.3139230012893677, rewards = -59.11949685534684, consume time = 4218.098605155945s
Episode 70 done, steps = 70000, actions = [0:212/1000 | 1:162/1000 | 2:207/1000 | 3:226/1000 | 4:193/1000 | ], p_loss = 10.004700660705566, v_loss = 0.0065908124670386314, rewards = -46.66666666666736, consume time = 4279.723465919495s
Episode 71 done, steps = 71000, actions = [0:200/1000 | 1:189/1000 | 2:197/1000 | 3:204/1000 | 4:210/1000 | ], p_loss = 10.043266296386719, v_loss = 0.003569600638002157, rewards = -54.06360424028358, consume time = 4341.223258972168s
Episode 72 done, steps = 72000, actions = [0:201/1000 | 1:195/1000 | 2:188/1000 | 3:222/1000 | 4:194/1000 | ], p_loss = 10.055477142333984, v_loss = 0.3759782612323761, rewards = -51.04895104895182, consume time = 4402.906414985657s
Episode 73 done, steps = 73000, actions = [0:195/1000 | 1:206/1000 | 2:200/1000 | 3:212/1000 | 4:187/1000 | ], p_loss = 10.098740577697754, v_loss = 0.0020036986097693443, rewards = -47.16981132075544, consume time = 4464.180124998093s
Episode 74 done, steps = 74000, actions = [0:185/1000 | 1:200/1000 | 2:202/1000 | 3:221/1000 | 4:192/1000 | ], p_loss = 10.081352233886719, v_loss = 1.5093520879745483, rewards = -47.368421052632286, consume time = 4525.38480591774s
Episode 75 done, steps = 75000, actions = [0:180/1000 | 1:207/1000 | 2:203/1000 | 3:227/1000 | 4:183/1000 | ], p_loss = 10.059001922607422, v_loss = 0.3401167392730713, rewards = -43.609022556391686, consume time = 4586.569386005402s
Episode 76 done, steps = 76000, actions = [0:205/1000 | 1:206/1000 | 2:195/1000 | 3:195/1000 | 4:199/1000 | ], p_loss = 10.072978019714355, v_loss = 0.2943176329135895, rewards = -54.38596491228149, consume time = 4648.01299405098s
Episode 77 done, steps = 77000, actions = [0:186/1000 | 1:186/1000 | 2:227/1000 | 3:218/1000 | 4:183/1000 | ], p_loss = 10.084757804870605, v_loss = 0.004137478768825531, rewards = -56.01173020527938, consume time = 4709.732393026352s
Episode 78 done, steps = 78000, actions = [0:194/1000 | 1:219/1000 | 2:182/1000 | 3:214/1000 | 4:191/1000 | ], p_loss = 10.073853492736816, v_loss = 0.009465591982007027, rewards = -54.98392282958276, consume time = 4771.4015390872955s
Episode 79 done, steps = 79000, actions = [0:186/1000 | 1:207/1000 | 2:194/1000 | 3:207/1000 | 4:206/1000 | ], p_loss = 10.108824729919434, v_loss = 0.34750378131866455, rewards = -54.545454545455286, consume time = 4832.729718923569s
Episode 80 done, steps = 80000, actions = [0:202/1000 | 1:191/1000 | 2:202/1000 | 3:204/1000 | 4:201/1000 | ], p_loss = 10.094925880432129, v_loss = 1.080709457397461, rewards = -55.17241379310425, consume time = 4894.187386035919s
Episode 81 done, steps = 81000, actions = [0:180/1000 | 1:198/1000 | 2:229/1000 | 3:200/1000 | 4:193/1000 | ], p_loss = 10.103339195251465, v_loss = 0.6481395363807678, rewards = -61.53846153846233, consume time = 4955.940230846405s
Episode 82 done, steps = 82000, actions = [0:198/1000 | 1:209/1000 | 2:204/1000 | 3:224/1000 | 4:165/1000 | ], p_loss = 10.115387916564941, v_loss = 0.005374260246753693, rewards = -43.85964912280783, consume time = 5017.725741147995s
Episode 83 done, steps = 83000, actions = [0:202/1000 | 1:182/1000 | 2:203/1000 | 3:208/1000 | 4:205/1000 | ], p_loss = 10.152289390563965, v_loss = 0.0014003240503370762, rewards = -50.87719298245687, consume time = 5079.2749581336975s
Episode 84 done, steps = 84000, actions = [0:199/1000 | 1:192/1000 | 2:203/1000 | 3:210/1000 | 4:196/1000 | ], p_loss = 10.140427589416504, v_loss = 0.36984097957611084, rewards = -53.64238410596113, consume time = 5140.508296966553s
Episode 85 done, steps = 85000, actions = [0:183/1000 | 1:208/1000 | 2:193/1000 | 3:206/1000 | 4:210/1000 | ], p_loss = 10.132050514221191, v_loss = 0.0040080128237605095, rewards = -55.631399317406945, consume time = 5201.685562849045s
Episode 86 done, steps = 86000, actions = [0:215/1000 | 1:213/1000 | 2:197/1000 | 3:179/1000 | 4:196/1000 | ], p_loss = 10.157881736755371, v_loss = 0.0008148832130245864, rewards = -58.466453674122135, consume time = 5262.934915065765s
Episode 87 done, steps = 87000, actions = [0:184/1000 | 1:204/1000 | 2:213/1000 | 3:225/1000 | 4:174/1000 | ], p_loss = 10.121646881103516, v_loss = 0.006284607108682394, rewards = -49.494949494950255, consume time = 5324.28341293335s
Episode 88 done, steps = 88000, actions = [0:181/1000 | 1:211/1000 | 2:206/1000 | 3:205/1000 | 4:197/1000 | ], p_loss = 10.107067108154297, v_loss = 0.32444414496421814, rewards = -51.672862453532254, consume time = 5385.773689985275s
Episode 89 done, steps = 89000, actions = [0:193/1000 | 1:193/1000 | 2:206/1000 | 3:214/1000 | 4:194/1000 | ], p_loss = 10.135821342468262, v_loss = 0.006004424765706062, rewards = -52.20588235294192, consume time = 5447.071717977524s
Episode 90 done, steps = 90000, actions = [0:191/1000 | 1:205/1000 | 2:193/1000 | 3:204/1000 | 4:207/1000 | ], p_loss = 10.151588439941406, v_loss = 0.0026989681646227837, rewards = -51.048951048951764, consume time = 5508.606022834778s
Episode 91 done, steps = 91000, actions = [0:202/1000 | 1:178/1000 | 2:222/1000 | 3:221/1000 | 4:177/1000 | ], p_loss = 10.146012306213379, v_loss = 1.1125730276107788, rewards = -43.66197183098652, consume time = 5569.984191894531s
Episode 92 done, steps = 92000, actions = [0:198/1000 | 1:200/1000 | 2:188/1000 | 3:204/1000 | 4:210/1000 | ], p_loss = 10.166306495666504, v_loss = 0.0037231124006211758, rewards = -51.67286245353239, consume time = 5631.171118974686s
Episode 93 done, steps = 93000, actions = [0:217/1000 | 1:202/1000 | 2:177/1000 | 3:210/1000 | 4:194/1000 | ], p_loss = 10.145588874816895, v_loss = 0.4243984818458557, rewards = -51.388888888889724, consume time = 5692.552150011063s
Episode 94 done, steps = 94000, actions = [0:208/1000 | 1:185/1000 | 2:211/1000 | 3:213/1000 | 4:183/1000 | ], p_loss = 10.140461921691895, v_loss = 0.0037567783147096634, rewards = -46.8085106382987, consume time = 5754.271888971329s
Episode 95 done, steps = 95000, actions = [0:188/1000 | 1:208/1000 | 2:194/1000 | 3:215/1000 | 4:195/1000 | ], p_loss = 10.099536895751953, v_loss = 0.3513726592063904, rewards = -54.819277108434626, consume time = 5815.910137176514s
Episode 96 done, steps = 96000, actions = [0:184/1000 | 1:200/1000 | 2:203/1000 | 3:217/1000 | 4:196/1000 | ], p_loss = 10.101966857910156, v_loss = 0.3045060336589813, rewards = -52.218430034130456, consume time = 5877.354979991913s
Episode 97 done, steps = 97000, actions = [0:195/1000 | 1:207/1000 | 2:177/1000 | 3:243/1000 | 4:178/1000 | ], p_loss = 10.127511024475098, v_loss = 0.00315680680796504, rewards = -52.94117647058906, consume time = 5938.934790849686s
Episode 98 done, steps = 98000, actions = [0:183/1000 | 1:201/1000 | 2:227/1000 | 3:220/1000 | 4:169/1000 | ], p_loss = 10.11736011505127, v_loss = 0.0060712313279509544, rewards = -53.98773006135045, consume time = 6000.448329925537s
Episode 99 done, steps = 99000, actions = [0:192/1000 | 1:204/1000 | 2:177/1000 | 3:220/1000 | 4:207/1000 | ], p_loss = 10.111457824707031, v_loss = 0.6682255268096924, rewards = -56.11285266457771, consume time = 6061.8851618766785s
Episode 100 done, steps = 100000, actions = [0:195/1000 | 1:188/1000 | 2:220/1000 | 3:233/1000 | 4:164/1000 | ], p_loss = 10.114701271057129, v_loss = 0.8223748207092285, rewards = -47.20496894410013, consume time = 6123.542839050293s
Episode 101 done, steps = 101000, actions = [0:163/1000 | 1:189/1000 | 2:224/1000 | 3:223/1000 | 4:201/1000 | ], p_loss = 10.119483947753906, v_loss = 0.6959620714187622, rewards = -49.1525423728822, consume time = 6185.100082874298s
Episode 102 done, steps = 102000, actions = [0:185/1000 | 1:212/1000 | 2:205/1000 | 3:223/1000 | 4:175/1000 | ], p_loss = 10.122188568115234, v_loss = 0.002098335651680827, rewards = -45.945945945946654, consume time = 6246.5462038517s
Episode 103 done, steps = 103000, actions = [0:210/1000 | 1:207/1000 | 2:195/1000 | 3:204/1000 | 4:184/1000 | ], p_loss = 10.129410743713379, v_loss = 2.8480255603790283, rewards = -48.14814814814888, consume time = 6308.317658185959s
Episode 104 done, steps = 104000, actions = [0:190/1000 | 1:219/1000 | 2:214/1000 | 3:192/1000 | 4:185/1000 | ], p_loss = 10.077753067016602, v_loss = 0.01108665019273758, rewards = -48.90510948905188, consume time = 6369.741565942764s
Episode 105 done, steps = 105000, actions = [0:205/1000 | 1:193/1000 | 2:213/1000 | 3:217/1000 | 4:172/1000 | ], p_loss = 10.148296356201172, v_loss = 0.0007739600259810686, rewards = -48.97959183673545, consume time = 6431.159431934357s
Episode 106 done, steps = 106000, actions = [0:198/1000 | 1:206/1000 | 2:171/1000 | 3:219/1000 | 4:206/1000 | ], p_loss = 10.162540435791016, v_loss = 0.40370914340019226, rewards = -51.04895104895182, consume time = 6492.693530797958s
Episode 107 done, steps = 107000, actions = [0:178/1000 | 1:205/1000 | 2:178/1000 | 3:240/1000 | 4:199/1000 | ], p_loss = 10.158196449279785, v_loss = 0.0029505970887839794, rewards = -40.47619047619099, consume time = 6553.969748973846s
Episode 108 done, steps = 108000, actions = [0:213/1000 | 1:194/1000 | 2:188/1000 | 3:202/1000 | 4:203/1000 | ], p_loss = 10.174396514892578, v_loss = 0.001127507770434022, rewards = -56.52173913043557, consume time = 6615.348552942276s
Episode 109 done, steps = 109000, actions = [0:198/1000 | 1:192/1000 | 2:184/1000 | 3:225/1000 | 4:201/1000 | ], p_loss = 10.138741493225098, v_loss = 0.36363252997398376, rewards = -56.656346749226834, consume time = 6676.690187931061s
Episode 110 done, steps = 110000, actions = [0:189/1000 | 1:227/1000 | 2:203/1000 | 3:195/1000 | 4:186/1000 | ], p_loss = 10.167594909667969, v_loss = 0.3377670645713806, rewards = -53.405017921147575, consume time = 6737.9796459674835s
Episode 111 done, steps = 111000, actions = [0:195/1000 | 1:202/1000 | 2:192/1000 | 3:219/1000 | 4:192/1000 | ], p_loss = 10.118428230285645, v_loss = 0.47703513503074646, rewards = -51.04895104895172, consume time = 6799.394392967224s
Episode 112 done, steps = 112000, actions = [0:197/1000 | 1:194/1000 | 2:187/1000 | 3:220/1000 | 4:202/1000 | ], p_loss = 10.136643409729004, v_loss = 0.006457087583839893, rewards = -53.79537953795461, consume time = 6861.072438955307s
Episode 113 done, steps = 113000, actions = [0:188/1000 | 1:209/1000 | 2:179/1000 | 3:219/1000 | 4:205/1000 | ], p_loss = 10.144622802734375, v_loss = 0.004031491931527853, rewards = -53.405017921147746, consume time = 6922.352079868317s
Episode 114 done, steps = 114000, actions = [0:191/1000 | 1:207/1000 | 2:203/1000 | 3:224/1000 | 4:175/1000 | ], p_loss = 10.140189170837402, v_loss = 0.6685553789138794, rewards = -50.81967213114827, consume time = 6983.696897983551s
